Word_count.txt:
71967 71183 94413 193476 196723
prove 24 5 9 7 3
critic 8 6 6 9 2
balanc 17 16 55 34 61
foster 3 0 36 0 0
recoveri 17 5 7 3 30
bigger 3 1 3 2 1
privat 25 45 34 88 30
economist 9 5 118 1 1
earn 17 4 11 95 818
nomin 2 0 5 11 22
gross 12 1 13 3 28
organis 10 5 8 16 5
succe 1 0 0 5 0
curtail 5 0 6 1 2
keep 24 13 37 14 4
opec' 25 0 0 0 0
newly-establish 1 0 0 0 0
hisham 9 0 0 0 0
nazer 33 0 0 0 0
reuter 46 51 29 83 34
run 28 8 24 17 9
king 12 0 0 7 4
fahd 10 0 0 0 0
stamp 1 0 1 0 0
person 5 5 8 29 10
author 4 40 51 56 58
new-found 1 0 1 0 0
believ 34 16 49 92 35
underlin 1 1 5 0 0
kingdom' 9 0 0 0 4
stabl 11 1 34 1 7
incom 9 21 11 29 327
huge 12 3 12 7 2
wealthi 1 0 0 4 0
past 29 20 36 27 19
taken 12 21 26 38 23
their 84 89 186 205 53
toll 1 4 0 1 4
when 77 46 118 95 56
briefli 2 0 0 1 0
below 67 31 58 19 30
compar 39 53 71 29 205
watchword 1 0 1 0 0
further 29 39 202 90 63
afford 3 2 2 0 1
draw 17 4 6 2 3
temporarili 5 1 5 2 2
offset 14 10 33 5 42
worst 3 6 3 0 1
kingdom 7 0 3 7 4
lessen 9 3 3 4 1
lower 52 69 68 32 198
gape 1 0 1 0 0
put 22 38 36 38 21
pursu 3 1 6 24 4
reckless 1 0 0 0 0
domin 3 5 4 7 2
awar 3 1 5 13 2
risk 4 6 46 22 26
attach 4 1 2 2 1
tough 3 2 0 2 1
front 3 1 4 0 0
even 20 23 42 29 19
mean 14 17 39 16 12
deplet 20 0 0 0 2
riyal 13 0 18 0 9
outlay 2 9 0 2 1
explicitli 1 1 0 0 0
recognis 4 1 5 1 1
borrow 6 2 32 14 23
rule 29 43 35 54 12
commerc 5 9 16 49 26
suleiman 2 0 0 0 0
abdulaziz 2 0 0 0 0
al-salim 2 0 0 0 0
businessmen 8 0 9 1 0
care 4 5 13 42 13
late 16 31 56 46 24
therefor 3 5 5 6 7
took 5 12 22 23 10
bold 2 0 0 2 1
withdraw 9 0 1 33 9
built 6 2 1 1 6
s 75 23 22 81 73
breakneck 1 0 0 0 0
pace 3 1 3 5 7
construct 13 2 4 22 26
tale 1 0 1 0 0
high 38 45 73 54 41
becam 2 3 2 7 7
legendari 1 0 0 0 0
shrink 1 0 0 0 0
wrought 1 0 0 0 0
chang 64 72 137 69 136
fabric 1 0 0 10 9
where 25 26 23 37 10
poor 1 15 2 2 12
gone 3 2 5 3 0
unpunish 1 0 0 0 0
easi 2 1 3 1 2
boom 4 0 3 1 0
modern 2 0 1 1 4
techniqu 3 2 0 0 1
control 12 17 46 309 38
introduc 5 18 10 7 10
expand 6 25 14 46 28
outsiz 1 0 0 0 0
labour 10 3 5 0 0
inventori 18 12 6 8 33
expatri 1 1 1 0 0
fallen 7 1 10 0 4
bankruptci 8 0 0 16 17
appear 18 16 31 13 10
non-perform 2 0 0 1 19
corpor 18 24 15 77 52
becom 24 12 27 69 13
highli 3 4 7 17 1
select 4 4 3 4 4
extend 13 21 11 96 12
encourag 15 16 21 5 15
lend 21 2 33 11 18
investig 2 2 0 28 15
complaint 1 7 1 14 1
confid 12 2 18 22 17
slow 8 18 25 4 9
nation' 9 2 8 9 4
industrialis 3 3 18 0 0
discourag 1 4 3 3 0
wealth 2 1 0 0 0
veri 17 29 54 33 34
shift 3 10 22 3 6
weight 1 3 13 1 2
biggest 10 2 2 8 9
task 4 2 1 0 0
convinc 4 3 4 3 2
channel 1 0 0 12 5
save 7 33 4 142 71
refrain 2 0 9 0 0
temptat 2 0 0 2 0
abroad 3 1 12 3 7
ucl 4 0 0 0 0
unocal' 1 0 0 0 0
brought 10 8 13 7 7
sour 16 0 0 0 0
light 36 10 11 13 21
louisiana 14 8 0 7 7
sweet 19 1 0 0 1
four 44 42 42 108 258
steadili 5 4 4 0 2
seri 7 4 8 21 21
usx 13 0 0 5 0
corp' 9 0 0 64 10
x 6 3 0 2 1
marathon 11 0 0 1 4
notif 1 0 0 2 0
phillip 6 0 5 1 2
p 2 0 1 98 238
risen 4 5 14 0 7
spot 36 5 10 0 0
trader 55 70 45 20 18
alexandria 5 0 0 0 0
sume 1 0 0 0 0
wind 2 6 0 2 3
closur 8 0 2 1 8
egypt' 2 1 2 0 0
nearbi 7 4 1 0 0
suez-mediterranean 2 0 0 0 0
sedi 1 0 0 0 0
kerir 1 0 0 0 0
anchorag 1 0 0 1 0
await 1 8 3 3 1
improv 28 32 34 33 169
warplan 9 0 0 0 0
third 29 17 20 35 94
iraqi 28 0 0 0 0
agenc 53 37 21 46 13
ina 13 0 0 0 0
strike 35 15 5 4 8
plane 5 1 0 2 9
dealt 2 2 2 0 0
accur 2 2 0 0 2
blow 4 1 1 1 0
safe 2 0 1 1 1
confirm 16 11 12 16 6
south 48 44 28 57 26
iran' 18 0 0 0 0
kharg 11 0 0 0 0
dupont 3 0 0 0 1
dd 3 0 0 3 5
conoco 11 0 0 0 0
revers 5 7 9 1 47
replac 17 4 15 18 15
big 4 7 15 10 13
govt 1 0 0 0 1
shuffl 3 0 0 0 0
saddam 3 0 0 0 0
hussein 3 0 1 0 0
shakeup 1 0 0 0 0
tonight 2 4 1 9 0
presidenti 7 0 1 10 2
decre 4 0 2 21 0
reason 10 17 32 31 19
baath 2 0 0 0 0
socialist 1 0 0 0 0
revolut 1 1 0 0 0
inoc 1 0 0 0 0
isam 2 0 0 0 0
abdul-rahim 2 0 0 0 0
al-chalabi 5 0 0 0 0
qassem 4 0 0 0 0
ahm 6 0 2 0 1
taqi 5 0 0 0 0
appoint 8 1 1 17 1
signific 14 16 14 21 42
reorgan 3 6 0 12 23
heavi 27 33 12 12 13
deliber 8 2 1 3 0
ceil 41 2 11 4 1
subroto 22 0 0 0 0
optimist 11 3 2 2 17
chanc 7 10 24 8 4
face 21 14 22 12 27
reagan 42 36 16 8 0
houston 8 1 0 18 15
execut 13 11 13 130 63
breakfast 1 0 1 1 0
debat 4 11 11 3 0
agricultur 7 329 1 6 6
herrington' 7 0 0 0 0
comprehens 2 1 5 2 3
jeopard 1 0 0 1 0
mitchel 5 0 1 2 4
mnd 1 0 0 0 2
georg 3 11 1 10 4
definit 2 13 6 87 6
tarrif 1 0 1 0 0
intend 13 14 15 74 24
open 29 25 79 62 41
fee 37 0 1 23 7
exampl 6 10 5 4 3
tariff 12 10 9 0 0
much 42 40 59 38 36
request 15 31 10 58 2
commit 23 30 23 48 8
action 21 32 62 86 34
i'm 2 2 5 3 6
quit 3 3 10 5 3
understand 1 1 3 10 3
prepar 14 9 19 25 16
do 45 41 57 58 24
someth 1 3 9 6 3
texaco 39 0 0 0 0
tx 10 0 0 0 0
despit 17 13 27 13 42
inc' 3 0 0 48 8
upward 3 7 17 1 3
revis 29 13 84 21 21
report' 3 0 0 0 0
auditor 1 0 0 2 26
unkonwn 1 0 0 0 0
judgement 3 0 3 1 0
won 3 7 12 1 12
pennzoil 11 0 0 0 4
pzl 2 0 0 0 1
charg 11 3 2 37 265
interf 1 0 0 4 0
pannzoil' 1 0 0 0 0
getti 1 0 0 0 3
auditor' 1 0 0 0 1
pend 7 4 1 48 13
case 11 35 9 33 13
asset 6 0 21 300 158
pursuant 1 0 1 12 1
provis 3 32 7 30 164
chapter 2 0 0 6 15
code 6 1 2 2 3
appeal 7 7 3 28 4
pennzoil' 2 0 0 0 0
file 1 7 0 220 42
motion 1 0 0 12 0
rehear 1 0 0 2 1
proven 7 0 2 4 4
consolid 2 1 6 45 63
inclus 1 0 0 0 2
texaco' 1 0 0 0 0
eastern 8 11 2 12 2
hemispher 4 0 0 0 0
nonsubsidiari 1 0 0 0 0
worldwid 16 1 7 26 14
respect 11 14 28 23 115
came 12 2 20 14 12
high-cost 4 0 0 0 0
shut-in 6 0 0 0 0
trillion 16 0 0 1 0
colombian 7 1 0 0 0
shook 1 0 0 0 0
southern 16 24 0 80 27
colombia 11 7 0 0 0
state-run 4 0 0 2 1
ecopetrol 6 0 0 0 0
panic 1 0 4 6 0
resid 1 3 8 3 0
injuri 4 8 0 1 1
pancanadian 5 0 0 0 0
whitehal 3 0 0 1 1
synfuel 3 0 0 0 0
costli 4 3 0 3 1
shale 2 0 0 0 0
liquifi 4 0 0 0 0
synthet 6 0 0 0 0
halt 17 7 9 9 6
cheap 7 7 4 0 1
abund 2 3 1 0 0
top 15 5 19 28 11
usa 3 3 1 4 7
joe 2 0 0 1 0
mcmillan 4 0 0 0 0
senior 13 14 49 49 12
vice 13 8 10 40 21
address 7 4 6 2 5
institut 19 1 39 51 27
chemic 5 1 2 90 58
engin 4 1 4 40 53
next 46 62 72 52 60
play 7 1 11 6 2
country' 22 9 18 8 4
rang 12 33 74 55 32
you'r 2 3 0 1 0
talk 25 44 60 179 19
think 22 20 44 51 11
got 2 5 3 8 8
predict 13 10 17 12 28
demand 97 36 66 9 29
few 15 12 20 17 12
fail 6 10 14 31 7
turn 7 9 12 12 25
significantli 4 6 9 8 24
ashland 1 0 0 1 9
hall 3 7 0 2 3
form 9 14 15 101 45
spur 13 0 5 2 0
nearli 9 14 14 13 17
demonstr 1 1 1 2 0
tripl 1 1 2 0 2
known 6 10 4 22 6
order 15 13 30 57 104
competit 21 55 22 37 39
ten 2 12 2 14 12
subsid 1 34 1 1 0
carter 1 0 1 3 7
goal 5 5 13 3 6
fund 9 8 146 108 94
eight 20 19 33 52 206
forecast 29 55 109 8 90
mcf 8 0 0 1 1
decad 4 3 4 1 4
lowest 4 12 5 2 2
fresh 3 4 6 2 4
evid 1 3 6 3 3
neutral 11 5 2 0 1
count 16 0 2 6 0
member' 1 1 0 0 0
indic 18 26 41 33 15
insist 3 3 2 1 1
reiter 10 0 3 9 7
visnew 7 0 0 0 0
pact 19 21 57 35 2
stick 10 6 1 2 2
sunday 5 1 3 6 0
fluctuat 9 4 31 0 11
tri 10 14 25 42 10
artifici 1 2 0 3 2
storag 14 23 0 9 2
buyer 22 17 6 47 3
stake 8 0 0 631 52
aramco 2 0 0 0 0
mobil 38 0 0 6 12
enjoy 2 0 4 1 1
consider 15 15 13 35 13
flexibl 2 0 11 5 11
volum 13 27 15 8 41
bound 3 2 3 1 0
delay 7 18 14 24 29
pick 4 1 9 2 3
sought 3 4 6 19 4
fulfil 1 5 5 8 2
contractu 2 1 0 3 0
oblig 6 5 6 19 17
far 29 17 64 24 23
custom 14 14 85 39 28
isthmu 3 0 0 0 0
heavier 6 3 1 0 0
maya 3 0 0 0 0
primarili 4 6 0 8 20
retroact 1 2 0 1 6
client 4 0 5 14 7
deliveri 8 60 7 21 10
ridicul 1 2 1 0 0
taxwrit 2 0 0 0 0
outrag 1 0 0 0 0
restor 9 3 5 2 1
old 9 2 6 6 8
bad 3 6 5 4 18
rep 1 25 0 3 0
pete 2 0 0 1 1
stark 2 1 0 0 0
california 21 1 0 44 19
democrat 3 4 2 1 0
deduct 6 2 0 0 8
miss 2 0 3 4 2
sleep 1 0 0 0 0
soundli 1 0 0 2 1
rip 2 1 0 0 0
van 1 5 0 6 17
winkl 1 0 0 0 0
alreadi 29 30 31 119 23
versu 2 14 2 2 39
aggreg 1 0 2 20 4
congression 3 19 2 0 0
left 9 11 17 13 5
ankara' 1 0 0 0 0
escal 5 1 0 0 1
semi-offici 2 0 0 0 0
anatolian 4 0 0 0 0
morn 5 10 74 21 10
dardanel 1 0 0 0 0
canakkal 1 0 0 0 0
fli 1 1 1 3 2
watch 1 2 17 3 1
sightseer 1 0 0 0 0
go 25 29 30 72 28
same 24 46 37 37 101
radio 8 1 0 21 2
london 13 11 38 25 13
goodyear 2 0 0 17 2
gt 1 0 0 2 2
start 26 27 48 56 57
tire 1 0 0 55 4
rubber 2 6 1 10 2
celeron 1 0 0 0 0
activ 25 32 40 57 61
begin 26 29 31 29 28
requir 16 38 55 98 60
pack 1 0 0 0 1
segment 2 0 0 6 27
santa 3 13 0 63 4
barbara 1 0 0 6 0
calif 1 0 0 36 3
connect 4 2 2 32 22
staqrt 1 0 0 0 0
inch 5 3 0 0 2
diamet 1 0 0 0 2
gather 4 0 4 4 0
san 4 3 0 54 9
joaquin 1 0 0 0 0
valley 2 1 0 23 13
underground 3 0 0 2 0
success 11 7 32 20 23
curb 14 3 13 4 0
pressur 20 11 63 13 18
organ 18 16 2 17 10
stay 7 4 11 8 6
morgan 2 0 9 21 24
stanley 2 0 2 11 9
director 12 19 18 175 53
wellemey 5 0 0 0 0
residu 16 1 1 0 1
you'll 1 0 0 0 0
concert 1 0 17 6 0
effort 13 13 24 49 20
ope 1 0 0 0 2
abov 44 28 75 14 19
push 8 9 52 11 2
rebound 3 0 15 0 6
sharp 19 13 36 14 28
although 27 19 27 20 41
strengthen 5 5 26 13 10
user 3 4 0 8 2
switch 5 24 3 8 3
interfuel 1 0 0 0 0
account 18 16 76 35 173
papua 7 0 0 1 0
guinea 6 0 0 1 0
establish 2 10 26 25 11
miner 7 0 1 40 12
kaputin 3 0 0 0 0
privileg 1 0 0 1 0
owner 2 1 0 34 8
beneficiari 1 1 1 0 4
parliament 9 3 18 6 0
experienc 3 4 2 1 3
kina 1 0 0 0 0
ensur 5 4 6 5 5
guinean 1 0 0 0 0
ownership 3 0 0 48 10
orderli 1 0 1 0 0
exactli 1 0 3 2 1
directli 3 4 9 14 5
involv 6 14 18 65 23
trigger 4 2 11 8 0
api 49 0 0 0 0
dunn 1 0 2 2 0
bradstreet 1 0 0 0 0
found 12 5 7 23 7
failur 7 0 6 8 4
patch 3 0 0 0 1
oklahoma 7 8 0 6 1
colorado 2 1 0 11 8
alaska 12 0 0 8 1
cent 11 24 25 14 127
kansa 3 19 0 18 3
deal 21 15 22 204 19
present 27 20 34 37 29
futur 66 91 89 74 78
embargo 3 1 0 0 0
aspen 2 0 0 0 0
humanist 2 0 0 0 0
mid 12 8 4 8 6
instead 6 9 16 12 17
guard 5 0 2 8 0
mitig 2 0 0 0 0
lure 1 0 0 0 0
weaken 1 0 16 1 9
dollar 17 5 891 18 87
convict 1 0 0 0 0
pois 2 1 1 0 2
replenish 2 0 0 0 0
insur 5 3 10 107 103
shortag 7 8 94 1 2
quick 1 0 6 3 1
heat 9 3 0 5 5
well-heel 1 0 0 0 0
snare 1 0 0 0 0
choic 2 2 3 6 0
strevig 1 0 0 0 0
associ 25 62 21 137 82
track 2 2 2 1 3
paid 6 25 8 59 93
median 1 0 0 0 0
fourth 17 9 4 17 175
firm' 1 1 0 12 8
nibbl 1 0 0 0 0
we'r 2 12 4 13 5
smaller 12 4 8 10 3
arthur 3 0 0 4 5
smith 7 1 9 10 15
specialist 1 6 1 9 1
herold 1 0 0 0 0
greenwich 1 0 0 1 0
conn 1 0 0 6 0
especi 1 6 21 5 10
indigen 1 0 0 0 0
realiz 1 2 1 10 31
tide 2 1 1 0 0
favor 8 15 2 20 11
trend 10 12 21 9 12
percept 1 2 7 4 3
bottom 7 3 3 1 8
fact 8 6 14 10 10
cheaper 3 5 8 2 2
plenti 3 1 1 2 0
thank 1 0 0 0 2
mani 26 36 43 19 16
restructur 12 2 13 74 100
throughout 3 7 3 8 9
transact 8 7 48 245 17
french-own 1 0 0 0 0
minatom 2 0 0 0 0
compagni 3 0 0 9 1
francais 6 0 0 5 4
spent 7 1 3 10 5
separ 6 1 2 41 9
teicc 1 0 0 0 0
lear 1 0 0 14 1
lpp 1 0 0 0 1
search 11 1 1 2 1
belgian-own 1 0 0 0 0
petrofina 2 0 0 0 0
cometra 1 0 0 0 0
virtual 4 2 4 2 3
william 6 1 2 50 18
wmb 1 0 0 1 2
prefer 4 6 8 129 112
nippon 5 2 0 51 10
dupont' 1 0 0 0 0
similar 12 11 13 9 18
pay-back 1 0 0 0 0
period 27 63 51 52 285
geograph 1 1 0 3 2
evalu 6 2 1 26 2
potenti 13 9 16 37 12
simpl 2 2 1 2 0
price-p 1 0 0 0 0
formula 3 0 3 1 4
rich 2 1 0 5 1
hodg 1 0 0 0 0
houston-bas 3 0 0 3 2
preussag 1 0 0 3 10
c 2 16 2 57 20
deilmann 1 0 0 0 1
germani 3 8 110 17 10
earmark 1 5 0 2 0
painewebber' 1 0 0 0 0
geodyn 1 0 0 0 0
stiff 4 0 0 0 3
brokerag 2 0 0 49 10
our 43 22 29 59 58
shop 1 0 1 13 11
feel 7 6 16 8 3
it' 8 17 19 39 7
substanti 5 14 27 51 57
riski 1 0 4 1 1
pure 3 1 1 2 1
inher 1 0 4 2 0
you 2 15 25 21 10
compet 1 7 2 33 5
shell 41 0 0 3 21
royal 9 3 1 18 54
dutch 9 10 35 21 22
rd 6 0 0 1 183
net 28 11 23 80 4278
strategi 6 0 6 26 14
these 43 33 50 42 43
cutback 10 2 0 1 2
anoth 11 35 48 110 38
compens 9 10 1 6 12
week' 8 20 26 2 0
arriv 14 11 1 1 0
caraca 8 0 0 2 0
approach 10 11 19 17 6
relat 16 9 16 50 67
mexico 18 7 1 3 3
venezuelan 16 0 0 0 1
aturo 2 0 0 0 0
unspecifi 5 1 3 9 3
leav 10 12 23 19 7
maracaibo 2 1 0 0 0
guayaquil 3 0 0 0 0
caribbean 6 0 0 0 0
destin 5 26 0 3 1
korean 3 0 5 0 0
unabl 2 1 2 7 6
stretch 3 0 0 2 5
jungl 14 0 0 0 0
oilfield 16 0 0 8 1
balao 13 0 0 0 0
norway 13 0 0 3 2
approv 17 48 14 382 134
africa 26 20 5 19 8
norway' 11 0 0 0 0
shipown 4 0 0 0 0
key 5 10 35 21 17
loophol 3 1 0 0 0
controversi 3 8 1 5 0
norwegian 17 0 1 4 0
unilater 2 1 5 1 1
boycott 7 0 8 0 0
minor 1 2 1 24 45
tie 2 2 9 14 11
namibia 2 0 0 1 0
isol 1 2 4 0 1
process 9 14 11 57 18
thorvald 1 0 0 0 0
stoltenberg 1 0 22 1 0
intensifi 2 2 2 0 1
pretoria 1 0 0 0 0
regime' 1 0 0 0 0
apartheid 1 0 0 0 0
sweden 4 0 0 10 2
promis 7 7 14 8 0
octob 10 16 6 14 30
forbid 2 0 0 0 0
norwegian-own 2 0 0 0 0
whose 6 1 5 16 7
often 3 3 7 3 0
resold 4 0 0 0 0
difficult 10 11 21 11 15
know 10 8 7 21 5
voyag 1 2 0 0 0
door 2 3 1 13 2
stricter 2 0 2 0 0
sanction 1 1 1 1 1
just 17 17 31 32 21
crown 6 0 4 27 69
plung 8 0 8 0 4
law 9 13 6 70 22
dramat 1 2 6 1 7
african 3 7 0 16 2
paust 1 0 0 0 0
stage 5 12 8 8 12
anticip 6 11 6 12 40
profound 1 0 1 0 0
oslo 1 0 0 0 1
amend 3 22 0 37 10
hurt 7 11 10 4 15
high-grad 1 0 0 0 0
manganes 1 0 0 2 0
coppernickl 1 0 0 0 0
ore 2 0 0 19 1
ferro-alloy 1 0 0 0 0
metal 2 1 7 34 17
manufactur 4 5 21 109 54
suitabl 1 2 1 3 0
goe 5 2 11 5 1
upper 3 3 4 1 2
formal 2 6 9 25 5
ratif 2 0 0 0 0
parliamentarian 2 0 0 0 0
money 4 4 433 18 9
scrutini 1 0 1 1 0
enhanc 7 48 3 12 10
react 2 0 12 4 2
along 13 13 4 16 7
rapidli 2 2 2 3 1
implic 4 1 5 2 1
lag 2 1 4 1 1
criteria 3 3 0 2 0
disloc 2 0 0 0 0
taxpay 5 1 0 0 2
nationwid 3 3 1 4 10
firmli 3 1 2 1 0
oppos 12 22 3 37 2
option 30 30 39 105 16
loan-pric 1 0 0 0 0
shield 1 0 0 4 6
default 2 0 2 4 16
geolog 5 0 0 2 0
geophys 2 0 0 0 0
minimum 4 15 20 30 4
outer 3 0 0 0 0
continent 14 9 2 23 41
shelf 15 0 0 0 3
acreag 4 74 0 2 1
acr 9 121 0 11 1
typic 1 1 0 6 0
tract 6 0 0 0 0
leas 19 1 0 28 34
anew 2 0 0 0 0
deregul 9 1 6 4 9
arctic 3 0 0 1 0
wildlif 9 0 0 0 0
refug 5 0 0 0 0
nine 8 19 16 59 447
understood 4 1 5 0 0
reagan' 3 0 4 0 0
reluct 7 4 9 0 0
newli 1 0 7 36 5
enact 1 2 1 1 0
struggl 2 0 2 2 2
fill-rat 1 0 0 0 0
bolster 3 2 5 1 3
oil-suppli 1 0 0 0 0
disrupt 2 3 2 3 5
egyptian 2 1 2 0 0
non-opec 16 0 0 0 0
egypt 6 20 1 0 0
tonn 24 924 0 6 13
egpc 1 0 0 0 0
stabil 24 12 138 3 10
suez 1 0 0 0 0
bahar 1 0 0 0 0
blend 4 0 0 0 0
gholamreza 3 0 0 0 0
aqazadeh 7 0 0 0 0
accompani 2 1 2 3 6
him 7 2 9 16 1
zaid 1 0 0 0 0
bin 2 0 0 0 1
sultan 1 0 0 0 0
al-nahayan 1 0 0 0 0
mana 1 0 0 0 0
al-oteiba 1 0 0 0 0
stopov 1 0 0 0 0
riyadh 4 0 1 0 0
met 9 6 16 27 2
nazir 2 0 0 0 0
vist 1 0 0 0 1
gabon 5 0 0 0 0
algeria 10 19 1 0 0
libya 8 1 1 0 1
irna 2 0 0 0 0
tripoli 2 0 0 0 0
everyth 1 0 3 0 0
colombia' 6 0 0 0 0
bomb 4 2 0 0 1
spokeswoman 8 3 3 23 4
dynamit 1 0 0 0 0
st 4 11 1 29 287
cano 2 0 0 0 0
limon-covena 1 0 0 0 0
oilfi 1 0 0 0 0
cravo 2 0 0 0 0
nort 2 0 0 0 0
she 6 22 13 18 9
spill 4 0 0 0 0
magangu 1 0 0 0 0
northeastern 1 0 0 4 0
provinc 4 31 2 0 0
occident 5 0 0 9 4
oxi 4 0 0 3 0
n.v 1 0 0 10 7
led 9 8 15 70 6
speaker 4 0 0 1 0
jim 2 3 1 5 5
wright 2 0 0 1 0
endors 2 3 6 0 0
threaten 15 7 10 6 0
sen 3 17 2 0 0
bentsen 3 0 0 0 0
fellow 4 0 0 0 2
support 42 60 76 47 14
senat 7 49 14 8 0
three-year 2 1 3 4 9
solut 2 1 9 2 3
meter 20 0 0 2 0
soar 4 2 9 6 4
statist 5 5 5 1 1
meanwhil 2 4 6 1 3
slip 7 1 15 3 5
eas 9 8 51 6 7
soon 14 13 28 31 11
marlin 5 0 0 0 0
fitzwat 9 0 0 0 0
panel 1 11 4 8 1
examin 4 6 1 14 4
advis 7 5 4 62 1
frank 4 0 0 3 3
carlucci 1 0 0 0 0
area 54 142 4 41 45
implement 9 12 11 2 6
undetermin 1 0 0 1 0
serious 1 9 6 5 0
agreement 53 93 188 461 55
cepe 3 0 0 0 0
miraflor 2 0 0 0 0
palac 2 0 0 1 1
result 37 56 43 109 540
lent 1 0 0 0 0
discount 25 3 54 9 19
venezuela' 10 0 0 0 0
august 9 19 3 13 42
us 13 7 3 35 28
elabor 8 1 9 14 9
arrang 5 5 27 57 12
notifi 2 2 0 1 1
telex 4 0 0 0 0
certain 9 10 10 103 44
million 4 5 4 5 15
distil 43 0 0 10 1
lawson 5 0 63 0 1
relief 20 6 3 4 3
opportun 10 3 9 25 13
inland 5 0 1 0 4
post-budget 1 0 0 0 0
chancellor 3 0 19 0 0
exchequ 3 1 34 0 0
nigel 3 0 14 0 0
prt 18 0 0 0 0
date 13 17 9 58 52
itself 9 1 10 23 8
stream 3 0 3 1 0
appli 7 20 9 19 15
consent 1 0 0 23 0
post-tax 1 0 0 1 1
henceforth 1 0 0 1 0
doe 20 17 49 81 34
liabil 6 0 6 35 29
oil-rel 1 0 0 0 1
particular 2 4 12 3 10
incur 1 0 2 8 18
scope 3 1 4 0 1
cours 7 5 9 16 3
calcul 6 12 6 4 13
prt-exempt 1 0 0 0 0
realloc 1 1 0 0 1
utilis 2 0 0 1 1
tidier 1 0 0 0 0
incorrectli 1 0 0 0 0
ammend 1 0 0 0 0
advanc 2 23 41 35 20
so-cal 3 5 7 5 2
ring 1 0 0 0 0
fenc 1 0 0 0 0
gareth 3 0 0 0 0
lewi 2 0 1 7 1
davi 3 0 0 7 5
expert 1 1 3 5 0
stockbrok 4 0 3 5 6
wood 3 0 0 6 5
mackenzi 2 0 0 0 1
edinburgh 2 0 0 0 0
depress 8 9 8 4 15
cross 5 1 5 28 3
osprey 1 0 0 0 0
don 2 1 0 3 1
arbroath 1 0 0 0 0
forward 5 5 17 4 8
larger 9 3 7 12 8
bruce 2 0 0 5 2
lay-off 1 0 0 0 0
slump 7 1 4 2 7
northern 22 29 0 26 15
deeper 3 0 0 0 0
thu 3 2 14 5 3
fundament 7 1 48 3 1
mee 5 0 0 0 0
middl 27 6 6 6 16
survey 19 10 19 0 7
landslid 6 0 0 0 0
breach 2 0 2 5 2
iraq' 6 1 0 0 1
float 9 0 22 18 8
cyprus-bas 1 0 0 0 0
newslett 2 3 0 0 0
authorit 1 0 0 0 0
libyan 5 2 0 0 0
partial 5 5 1 13 21
entitl 4 2 1 24 12
sent 9 6 2 18 3
format 5 1 2 8 2
inequ 1 0 0 0 0
variou 6 8 8 29 11
baghdad 5 0 0 0 0
difficulti 10 3 8 7 8
subject 4 7 11 186 43
covert 1 0 0 0 1
hydrocarbon 4 0 0 0 0
iraq-turkey 1 0 0 0 0
town 3 0 1 1 1
adana 1 0 0 0 0
hurriyet 2 0 0 0 0
littl 9 14 41 16 16
friday 22 8 34 49 9
tap 3 0 2 1 0
kirkuk 1 0 0 0 0
yumurtalik 1 0 0 0 0
mediterranean 10 0 0 0 0
outlet 2 1 0 2 5
edward 1 4 0 8 5
krapel 3 0 0 0 0
argument 1 2 4 3 0
conting 1 0 0 19 9
variabl 3 1 1 0 0
persuas 1 0 0 0 0
analysi 3 5 2 2 1
power 8 5 6 48 71
subcommitte 6 22 10 14 0
hear 6 8 1 21 4
obviou 1 0 3 1 1
excis 4 4 0 0 0
johnson 1 6 17 18 7
jofre 1 0 0 0 0
disagre 1 1 2 2 0
remov 7 3 14 19 8
repeal 6 0 0 3 5
windfal 8 1 0 0 1
profit 24 14 18 104 2507
alaskan 12 0 0 2 0
preserv 2 2 8 5 0
exisit 1 0 0 0 0
faster 2 3 11 3 4
richard 3 24 3 14 6
adkerson 1 0 0 0 0
andersen 1 0 0 0 4
wholesal 2 1 2 14 12
finish 6 2 8 3 3
labor 4 1 4 7 13
index 7 4 23 0 2
wellhead 4 0 0 0 0
liquefi 3 0 0 0 1
electr 4 2 2 35 46
ago 35 61 16 26 76
sjt 1 0 0 0 1
royalti 9 0 1 7 16
trust 6 0 33 78 111
thousand 13 4 0 4 1
infil 2 0 0 0 0
site 7 0 0 6 4
vow 4 0 0 0 0
raid 15 0 0 2 0
surpris 2 1 12 14 3
broke 2 2 2 6 3
month-long 3 0 0 1 0
lull 4 0 1 0 0
celebr 2 0 1 0 0
hail 3 1 0 0 0
achiev 6 5 20 9 26
victori 4 0 1 1 1
saturday 5 2 12 1 0
command 5 0 1 2 0
jetti 2 0 0 0 0
afternoon 3 2 45 4 1
struck 6 0 3 3 0
identifi 6 14 7 25 6
column 2 0 0 0 0
smoke 2 0 0 1 0
billow 2 0 0 0 0
avaj 2 0 0 0 0
today' 9 14 29 7 5
nor 4 4 3 17 1
khark 2 0 0 0 0
nowruz 4 0 0 0 0
cyru 2 0 0 0 0
ardeshir 3 0 0 0 0
poll 2 0 11 2 6
correspond 1 4 3 0 5
europ 18 9 30 11 20
latin 10 0 1 1 8
america 7 4 0 64 40
asia 2 4 4 5 11
whole 11 9 9 9 8
overproduct 3 1 0 0 0
togeth 6 2 8 27 10
reveal 2 0 4 7 1
inabl 1 0 0 1 2
exclud 7 7 4 15 360
consist 5 7 16 27 10
deni 11 6 11 18 5
resist 12 6 10 11 0
reflect 19 16 39 17 153
qatar 18 0 9 0 0
nigeria 14 4 3 0 0
qatar' 1 0 0 0 0
